gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureCohort,ServiceCount,HasSecurityBundle,HasStreamingBundle,MonthlyToTotalRatio,HighRiskContractFiber
Male,1,No,No,16,No,No phone service,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),109.76,1775.25,Yes,Developing_13-24m,5,1,1,0.06179310344827586,0
Female,0,Yes,Yes,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),120.01,4189.34,Yes,Established_25-48m,3,0,1,0.028639680789625664,1
Male,0,Yes,Yes,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,No,Mailed check,85.32,608.85,Yes,New_0-12m,1,0,0,0.13990325489874558,0
Female,0,Yes,No,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,38.07,2403.38,No,Loyal_49-72m,0,0,0,0.015833603673296233,0
Female,0,No,No,64,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,71.53,4576.28,Yes,Loyal_49-72m,1,0,0,0.01562718470357942,0
Female,0,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Credit card (automatic),114.25,5264.21,No,Established_25-48m,3,0,0,0.021699039544481605,0
Male,0,Yes,No,37,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Electronic check,86.13,3179.28,No,Established_25-48m,3,0,0,0.02708252103588363,0
Male,0,No,No,52,No,No phone service,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,75.36,3902.2,No,Loyal_49-72m,1,0,0,0.019307235089157614,0
Male,0,No,No,40,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,42.75,1716.09,No,Established_25-48m,0,0,0,0.024896773028787077,0
Male,0,No,No,26,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.37,2483.64,Yes,Established_25-48m,1,0,0,0.038383830253074895,1
Female,0,No,No,65,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,62.28,4010.0,No,Loyal_49-72m,0,0,0,0.015527299925205684,0
Male,0,No,No,36,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Bank transfer (automatic),110.6,3963.88,No,Established_25-48m,3,0,1,0.027894917374548533,0
Male,0,No,No,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,45.93,2240.49,No,Loyal_49-72m,0,0,0,0.0204908342218792,0
Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,No,Electronic check,117.66,4361.29,No,Established_25-48m,4,1,1,0.026972072008050817,0
Male,0,Yes,Yes,10,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,98.23,959.46,Yes,New_0-12m,4,0,1,0.10227391041792475,0
Male,0,Yes,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Bank transfer (automatic),96.63,3860.41,No,Established_25-48m,1,0,0,0.02502453766888261,0
Female,0,Yes,Yes,49,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),43.64,2167.43,No,Loyal_49-72m,0,0,0,0.020125159677739195,0
Male,0,No,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Electronic check,102.28,2864.84,No,Established_25-48m,2,0,0,0.03568936158334031,0
Female,0,No,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),94.34,945.34,Yes,New_0-12m,2,0,0,0.0996893294164888,0
Male,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,35.21,1407.48,No,Established_25-48m,0,0,0,0.024998580029535387,0
Female,0,No,Yes,9,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,55.7,516.03,Yes,New_0-12m,1,0,0,0.10773069260971319,0
Male,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,109.75,4719.88,Yes,Established_25-48m,3,0,0,0.02324778431139957,0
Male,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,113.93,908.14,Yes,New_0-12m,3,0,0,0.12531623292342214,1
Female,0,Yes,Yes,18,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Mailed check,64.21,1158.06,No,Developing_13-24m,3,0,0,0.05539834003416561,0
Female,1,Yes,Yes,32,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),96.37,3103.73,No,Established_25-48m,4,0,1,0.031039736144527867,0
Female,0,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,44.76,990.75,No,Developing_13-24m,0,0,0,0.045132341820015125,0
Male,1,No,No,38,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),82.25,3126.36,No,Established_25-48m,2,0,1,0.026300138135679933,0
Female,0,Yes,Yes,70,Yes,No,DSL,No,No,Yes,No,No,No,Two year,Yes,Mailed check,66.52,4674.06,No,Loyal_49-72m,1,0,0,0.014228694391088027,0
Male,0,No,No,37,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,103.16,3809.09,Yes,Established_25-48m,4,1,0,0.027075475907393263,0
Male,0,Yes,Yes,9,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,83.41,702.66,Yes,New_0-12m,2,0,1,0.11853736179404827,0
Female,0,Yes,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),126.35,1775.62,Yes,Developing_13-24m,4,0,1,0.07111819072170751,1
Female,0,Yes,Yes,7,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,No,Bank transfer (automatic),97.83,691.35,No,New_0-12m,1,0,0,0.14130136491658843,0
Male,0,No,Yes,20,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),91.74,1825.47,No,Developing_13-24m,4,1,0,0.05022803550017246,0
Male,0,Yes,Yes,9,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,91.84,822.53,Yes,New_0-12m,4,1,0,0.11151992034291405,0
Female,1,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,86.01,964.98,Yes,New_0-12m,1,0,0,0.08903911054059091,1
Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),121.34,2312.27,Yes,Developing_13-24m,3,0,1,0.052453885625110774,0
Female,1,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),123.47,2491.52,Yes,Developing_13-24m,5,0,1,0.04953621234734325,0
Male,0,No,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.85,429.13,Yes,New_0-12m,1,0,0,0.16471764350312695,0
Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.64,2207.38,No,Loyal_49-72m,0,0,0,0.016138526883960187,0
Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),113.89,6957.91,Yes,Loyal_49-72m,3,0,0,0.01636606882399686,1
Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.9,2606.72,Yes,Established_25-48m,2,0,0,0.03562499041308116,1
Male,0,No,Yes,64,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),79.53,5096.5,No,Loyal_49-72m,2,0,0,0.01560176557135851,0
Male,0,Yes,Yes,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),98.42,5409.65,No,Loyal_49-72m,3,0,1,0.018190051102917396,0
Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),110.74,2870.66,Yes,Established_25-48m,4,1,0,0.03856306108661889,0
Male,0,No,No,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.04,601.26,Yes,New_0-12m,3,0,0,0.14452229933915586,0
Male,0,Yes,No,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,69.62,1609.06,No,Developing_13-24m,0,0,0,0.04324062457299729,0
Male,1,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),96.12,6065.3,No,Loyal_49-72m,1,0,0,0.01584491370357549,0
Female,1,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,80.13,3566.42,No,Established_25-48m,0,0,0,0.022461610912087725,0
Male,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),122.58,5872.85,Yes,Established_25-48m,5,0,1,0.020868765800965295,0
Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),98.76,3333.98,Yes,Established_25-48m,2,0,0,0.029613370994728605,0
Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,100.37,2301.04,Yes,Developing_13-24m,3,1,0,0.04360045872356692,0
Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,106.49,2440.22,Yes,Developing_13-24m,2,0,0,0.0436216318070473,0
Male,1,No,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.75,831.72,No,Established_25-48m,0,0,0,0.023717456047651072,0
Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,125.84,5288.07,No,Established_25-48m,4,0,1,0.023792462569033876,0
Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),109.12,2323.48,No,Developing_13-24m,2,0,0,0.04694383259911895,1
Male,0,No,Yes,10,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.76,803.19,Yes,New_0-12m,2,0,0,0.09918054191173728,0
Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,44.99,1899.16,No,Established_25-48m,0,0,0,0.023676953519703604,0
Female,0,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,63.48,1883.07,Yes,Established_25-48m,1,0,0,0.033693015652284684,0
Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,111.09,1216.97,Yes,New_0-12m,2,0,0,0.09120914308234193,0
Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.3,1794.45,Yes,Developing_13-24m,1,0,0,0.053078615388899714,1
Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),103.08,1142.86,Yes,New_0-12m,2,0,0,0.09011592327732415,1
Male,1,No,No,66,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.59,6837.72,Yes,Loyal_49-72m,3,0,0,0.015147571475363811,1
Female,0,Yes,Yes,37,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,97.6,3606.08,No,Established_25-48m,4,0,0,0.027057897246526276,0
Male,0,No,No,64,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.2,5979.15,No,Loyal_49-72m,4,1,0,0.01558489335551784,0
Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,104.17,4371.1,No,Established_25-48m,2,0,0,0.023826079000937764,0
Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.97,1498.81,No,Established_25-48m,0,0,0,0.024649788973269946,0
Male,1,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),78.3,1272.61,No,Developing_13-24m,2,0,0,0.061478788640164574,0
Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,83.39,1741.66,No,Developing_13-24m,2,1,0,0.04785213409385652,0
Female,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.69,704.84,Yes,New_0-12m,3,0,0,0.16248724923495408,1
Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.05,231.94,Yes,New_0-12m,0,0,0,0.19769039237571906,0
Male,1,Yes,No,71,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.18,6467.87,No,Loyal_49-72m,3,0,1,0.014095197461071254,0
Male,0,No,Yes,2,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.32,176.56,Yes,New_0-12m,3,1,0,0.4805136291957648,0
Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),95.0,1401.19,Yes,Developing_13-24m,1,0,0,0.06775116068435803,1
Male,0,Yes,Yes,20,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76.88,1529.53,No,Developing_13-24m,2,0,0,0.05023096574389264,0
Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,126.78,5964.93,Yes,Established_25-48m,4,0,1,0.021250668378609873,0
Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.94,1602.83,No,Established_25-48m,0,0,0,0.021785351315289025,0
Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),79.95,176.07,Yes,New_0-12m,2,0,0,0.4515163494663128,0
Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),116.36,116.36,Yes,New_0-12m,5,1,0,0.9914792092706203,0
Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,115.76,1159.42,Yes,New_0-12m,3,0,0,0.09975698454008032,0
Female,1,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.1,142.6,Yes,New_0-12m,0,0,0,0.25139275766016717,0
Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.52,1859.64,No,Loyal_49-72m,0,0,0,0.019090205520681056,0
Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,96.35,5786.89,Yes,Loyal_49-72m,2,0,0,0.01664682639096458,0
Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),117.73,3772.12,Yes,Established_25-48m,4,0,1,0.03120229412263591,1
Female,0,Yes,No,4,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.14,375.57,Yes,New_0-12m,4,0,1,0.26858220251214915,1
Female,0,Yes,Yes,42,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,62.88,2603.91,Yes,Established_25-48m,0,0,0,0.024139029755346635,0
Female,0,Yes,Yes,50,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),65.8,3283.2,No,Loyal_49-72m,1,0,0,0.02003532062602765,0
Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,46.74,906.52,No,Developing_13-24m,0,0,0,0.051502997179125536,0
Male,0,Yes,No,12,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),108.46,1342.3,Yes,New_0-12m,5,0,1,0.08074145760440705,0
Female,0,No,Yes,55,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),79.65,4353.44,No,Loyal_49-72m,2,0,0,0.018291674704439608,0
Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.74,238.82,No,New_0-12m,0,0,0,0.14902843799516305,0
Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.45,804.47,Yes,New_0-12m,0,0,0,0.10857015158851353,1
Female,0,No,No,37,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,59.97,2210.14,No,Established_25-48m,2,0,0,0.027121756198160225,0
Female,0,No,No,14,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.98,1049.97,No,Developing_13-24m,2,0,0,0.06944061200605156,0
Female,1,No,No,3,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.05,190.15,No,New_0-12m,3,0,0,0.31938268375621237,0
Female,1,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),41.62,2493.79,No,Loyal_49-72m,0,0,0,0.01668276688619082,0
Female,0,Yes,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.11,1345.44,No,Loyal_49-72m,0,0,0,0.015678381509759066,0
Female,0,No,No,52,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),70.81,3683.65,No,Loyal_49-72m,1,0,0,0.019217564761917685,0
Female,1,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.48,1793.58,Yes,Loyal_49-72m,0,0,0,0.019213409265677762,0
Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,92.21,494.63,Yes,New_0-12m,1,0,0,0.18604604241066924,1
Male,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.76,5639.01,Yes,Loyal_49-72m,0,0,0,0.014319123547653285,1
Female,0,No,No,14,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.42,1308.59,No,Developing_13-24m,3,0,0,0.07209890118281295,0
Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.3,3121.34,Yes,Established_25-48m,2,0,1,0.0334044338540966,1
Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.7,2154.54,Yes,Developing_13-24m,3,0,1,0.04671683197713798,0
Female,0,No,No,18,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.25,1319.24,Yes,Developing_13-24m,3,0,1,0.05623977458643883,0
Male,1,No,No,61,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,76.93,4712.35,No,Loyal_49-72m,2,0,0,0.016321724463491998,0
Male,1,No,No,14,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.52,1271.91,No,Developing_13-24m,4,0,1,0.07268385039005114,0
Female,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.96,466.07,Yes,New_0-12m,0,0,0,0.09840066799409082,0
Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.97,133.38,Yes,New_0-12m,0,0,0,0.3272064295282036,0
Male,1,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.98,2534.16,Yes,Loyal_49-72m,0,0,0,0.014981302955237539,0
Male,0,No,No,60,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),79.11,4757.37,No,Loyal_49-72m,2,0,0,0.016625441064902477,0
Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,117.43,117.43,Yes,New_0-12m,3,0,0,0.9915561935320443,0
Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,121.06,6028.77,Yes,Loyal_49-72m,4,0,0,0.02007705103179723,0
Male,1,Yes,Yes,21,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),101.8,2133.13,Yes,Developing_13-24m,4,0,1,0.047700936681458014,0
Female,0,Yes,Yes,68,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.71,4114.52,Yes,Loyal_49-72m,0,0,0,0.014751477334577403,0
Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,116.85,3275.69,Yes,Established_25-48m,3,1,0,0.03566098715472016,0
Male,1,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,98.26,3434.81,Yes,Established_25-48m,5,1,0,0.02859878747660668,0
Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.08,905.06,Yes,Developing_13-24m,0,0,0,0.04865019976601991,0
Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,112.23,1229.74,Yes,New_0-12m,3,0,0,0.09118904073971756,1
Female,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,114.63,3328.41,Yes,Established_25-48m,3,0,0,0.03442952354921743,1
Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,115.94,214.45,Yes,New_0-12m,2,0,1,0.5381294964028777,1
