customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00174,Female,1,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,86.01,964.98,Yes
CUST-00175,Female,0,No,No,19,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),121.34,2312.27,Yes
CUST-00176,Female,1,No,No,20,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),123.47,2491.52,Yes
CUST-00177,Male,0,No,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),70.85,429.13,Yes
CUST-00178,Male,0,Yes,Yes,62,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),35.64,2207.38,No
CUST-00179,Male,0,Yes,No,61,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),113.89,6957.91,Yes
CUST-00180,Male,0,Yes,No,28,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),92.9,2606.72,Yes
CUST-00181,Male,0,No,Yes,64,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),79.53,5096.5,No
CUST-00182,Male,0,Yes,Yes,55,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),98.42,5409.65,No
CUST-00183,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),110.74,2870.66,Yes
CUST-00184,Male,0,No,No,7,Yes,No,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),87.04,601.26,Yes
CUST-00185,Male,0,Yes,No,23,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Electronic check,69.62,1609.06,No
CUST-00186,Male,1,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),96.12,6065.3,No
CUST-00187,Female,1,No,No,45,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Mailed check,80.13,3566.42,No
CUST-00188,Male,0,Yes,No,48,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),122.58,5872.85,Yes
CUST-00189,Male,0,Yes,Yes,34,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Bank transfer (automatic),98.76,3333.98,Yes
CUST-00190,Female,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,100.37,2301.04,Yes
CUST-00191,Male,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,One year,No,Mailed check,106.49,2440.22,Yes
CUST-00192,Male,1,No,Yes,42,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.75,831.72,No
CUST-00193,Male,0,No,No,42,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,125.84,5288.07,No
CUST-00194,Male,0,No,No,21,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),109.12,2323.48,No
CUST-00195,Male,0,No,Yes,10,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.76,803.19,Yes
CUST-00196,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,44.99,1899.16,No
CUST-00197,Female,0,Yes,No,30,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Mailed check,63.48,1883.07,Yes
CUST-00198,Female,1,No,No,11,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,111.09,1216.97,Yes
CUST-00199,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,95.3,1794.45,Yes
CUST-00200,Male,0,Yes,Yes,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),103.08,1142.86,Yes
CUST-00201,Male,1,No,No,66,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),103.59,6837.72,Yes
CUST-00202,Female,0,Yes,Yes,37,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,97.6,3606.08,No
CUST-00203,Male,0,No,No,64,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,93.2,5979.15,No
CUST-00204,Male,0,No,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Electronic check,104.17,4371.1,No
CUST-00205,Female,0,Yes,Yes,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),36.97,1498.81,No
CUST-00206,Male,1,No,No,16,Yes,No,DSL,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),78.3,1272.61,No
CUST-00207,Female,0,Yes,No,21,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Two year,No,Electronic check,83.39,1741.66,No
CUST-00208,Female,1,Yes,Yes,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),114.69,704.84,Yes
CUST-00209,Female,0,Yes,Yes,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),46.05,231.94,Yes
CUST-00210,Male,1,Yes,No,71,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),91.18,6467.87,No
CUST-00211,Male,0,No,Yes,2,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,85.32,176.56,Yes
CUST-00212,Male,0,Yes,Yes,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Credit card (automatic),95.0,1401.19,Yes
CUST-00213,Male,0,Yes,Yes,20,Yes,No,DSL,Yes,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),76.88,1529.53,No
CUST-00214,Male,1,Yes,No,47,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,126.78,5964.93,Yes
CUST-00215,Male,0,No,No,46,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),34.94,1602.83,No
CUST-00216,Male,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),79.95,176.07,Yes
CUST-00217,Female,0,Yes,No,1,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Month-to-month,No,Bank transfer (automatic),116.36,116.36,Yes
CUST-00218,Male,0,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,115.76,1159.42,Yes
CUST-00219,Female,1,Yes,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,36.1,142.6,Yes
CUST-00220,Male,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),35.52,1859.64,No
CUST-00221,Male,0,No,No,60,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Mailed check,96.35,5786.89,Yes
CUST-00222,Male,0,No,No,32,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),117.73,3772.12,Yes
CUST-00223,Female,0,Yes,No,4,No,No phone service,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,101.14,375.57,Yes
CUST-00224,Female,0,Yes,Yes,42,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,62.88,2603.91,Yes
CUST-00225,Female,0,Yes,Yes,50,Yes,No,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),65.8,3283.2,No
CUST-00226,Female,0,No,No,19,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,46.74,906.52,No
CUST-00227,Male,0,Yes,No,12,No,No phone service,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),108.46,1342.3,Yes
CUST-00228,Female,0,No,Yes,55,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Credit card (automatic),79.65,4353.44,No
CUST-00229,Male,0,No,Yes,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),35.74,238.82,No
CUST-00230,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),87.45,804.47,Yes
CUST-00231,Female,0,No,No,37,No,No phone service,DSL,No,Yes,No,No,No,Yes,Two year,Yes,Mailed check,59.97,2210.14,No
CUST-00232,Female,0,No,No,14,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),72.98,1049.97,No
CUST-00233,Female,1,No,No,3,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,Mailed check,61.05,190.15,No
CUST-00234,Female,1,Yes,Yes,60,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),41.62,2493.79,No
CUST-00235,Female,0,Yes,No,65,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.11,1345.44,No
CUST-00236,Female,0,No,No,52,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),70.81,3683.65,No
CUST-00237,Female,1,No,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,34.48,1793.58,Yes
CUST-00238,Female,0,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,92.21,494.63,Yes
CUST-00239,Male,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),80.76,5639.01,Yes
CUST-00240,Female,0,No,No,14,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,94.42,1308.59,No
CUST-00241,Female,0,No,No,30,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),104.3,3121.34,Yes
CUST-00242,Male,0,Yes,Yes,21,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.7,2154.54,Yes
CUST-00243,Female,0,No,No,18,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),74.25,1319.24,Yes
CUST-00244,Male,1,No,No,61,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Electronic check,76.93,4712.35,No
CUST-00245,Male,1,No,No,14,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.52,1271.91,No
CUST-00246,Female,0,No,Yes,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,45.96,466.07,Yes
CUST-00247,Male,0,Yes,Yes,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.97,133.38,Yes
CUST-00248,Male,1,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,37.98,2534.16,Yes
CUST-00249,Male,0,No,No,60,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Credit card (automatic),79.11,4757.37,No
CUST-00250,Male,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,117.43,117.43,Yes
CUST-00251,Female,0,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Electronic check,121.06,6028.77,Yes
CUST-00252,Male,1,Yes,Yes,21,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Credit card (automatic),101.8,2133.13,Yes
CUST-00253,Female,0,Yes,Yes,68,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,60.71,4114.52,Yes
CUST-00254,Male,0,Yes,Yes,28,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,116.85,3275.69,Yes
CUST-00255,Male,1,Yes,No,35,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,No,Mailed check,98.26,3434.81,Yes
CUST-00256,Male,0,No,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,44.08,905.06,Yes
CUST-00257,Male,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,112.23,1229.74,Yes
CUST-00258,Female,0,No,No,29,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,114.63,3328.41,Yes
CUST-00259,Female,0,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,115.94,214.45,Yes
CUST-00260,Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,No,Bank transfer (automatic),95.81,4879.91,No
CUST-00261,Male,0,Yes,No,32,Yes,No,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,92.23,2937.69,No
CUST-00262,Female,0,No,No,66,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,70.02,4639.09,No
CUST-00263,Male,1,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,34.32,2391.04,No
CUST-00264,Male,0,No,No,29,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),61.16,1763.88,No
CUST-00265,Male,0,No,No,2,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,108.26,221.0,Yes
CUST-00266,Female,0,No,No,13,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),88.15,1135.24,Yes
CUST-00267,Female,0,No,No,4,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,77.91,332.78,No
CUST-00268,Female,0,Yes,Yes,66,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Credit card (automatic),93.18,6179.25,No
CUST-00269,Male,0,Yes,Yes,4,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,99.15,383.14,Yes
CUST-00270,Male,0,No,No,40,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,Yes,Credit card (automatic),102.69,4120.28,No
CUST-00271,Female,0,Yes,Yes,63,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Credit card (automatic),101.1,6356.63,Yes
CUST-00272,Female,0,No,No,59,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,No,Electronic check,76.58,4512.87,No
CUST-00273,Female,0,Yes,No,54,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,92.93,5028.57,No
CUST-00274,Female,0,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,110.83,556.25,Yes
CUST-00275,Male,1,No,No,39,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,100.92,3938.38,No
CUST-00276,Female,0,No,No,51,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),99.93,5112.9,No
CUST-00277,Male,0,Yes,No,72,Yes,No,DSL,Yes,No,No,No,No,No,One year,Yes,Mailed check,67.11,4848.29,No
CUST-00278,Female,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),117.84,1768.37,No
CUST-00279,Male,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,111.82,7258.78,No
CUST-00280,Female,0,Yes,Yes,62,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes,One year,Yes,Electronic check,82.65,5124.31,No
CUST-00281,Female,0,No,No,71,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,One year,No,Electronic check,110.74,7847.41,No
CUST-00282,Female,0,No,No,70,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,92.48, ,No
CUST-00283,Female,0,No,No,34,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,One year,No,Mailed check,96.71,3285.32,Yes
CUST-00284,Male,0,No,No,50,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer (automatic),89.25,4445.92,No
CUST-00285,Female,0,Yes,Yes,32,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Credit card (automatic),91.41,2945.23,No
CUST-00286,Male,0,No,No,35,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,85.22,2982.49,Yes
CUST-00287,Male,1,No,Yes,63,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,92.27,5801.79,Yes
CUST-00288,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,80.2,177.54,Yes
CUST-00289,Male,0,No,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),128.25,275.36,Yes
CUST-00290,Female,0,Yes,Yes,60,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),99.94,5968.1,Yes
CUST-00291,Male,0,Yes,Yes,6,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),90.76,561.17,Yes
CUST-00292,Male,0,Yes,Yes,22,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,One year,No,Mailed check,75.6,1665.57,Yes
CUST-00293,Male,0,No,No,15,No,No phone service,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.33,1354.52,Yes
CUST-00294,Female,0,Yes,No,72,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Two year,No,Electronic check,83.95,6043.38,No
CUST-00295,Female,0,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),121.49,3893.37,Yes
CUST-00296,Female,0,No,No,71,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),101.51,7202.65,Yes
CUST-00297,Female,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,121.74,6345.36,No
CUST-00298,Male,0,Yes,Yes,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.57,1807.05,No
CUST-00299,Male,0,No,No,60,Yes,No,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Mailed check,78.4,4719.39,No
CUST-00300,Female,0,Yes,No,22,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),101.17,2228.42,No
CUST-00301,Male,0,No,No,42,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,No,Bank transfer (automatic),103.45,4356.25,No
CUST-00302,Male,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.13,5745.09,No
CUST-00303,Male,0,No,Yes,68,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),92.35,6286.14,No
CUST-00304,Female,0,No,No,6,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,73.23,447.38,Yes
CUST-00305,Female,1,Yes,Yes,12,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),131.4,1604.61,Yes
CUST-00306,Male,0,Yes,No,16,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,85.49,1378.31,No
CUST-00307,Female,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,34.23,2044.98,No
CUST-00308,Female,0,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.67,562.95,No
CUST-00309,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),37.67,1141.52,No
CUST-00310,Female,0,No,No,28,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Electronic check,94.19,2629.22,Yes
CUST-00311,Female,0,Yes,No,68,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,46.33,3142.65,No
CUST-00312,Male,1,No,No,6,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,79.7,465.31,Yes
CUST-00313,Female,0,No,No,12,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,98.18,1180.16,Yes
CUST-00314,Male,0,Yes,Yes,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),101.43,611.87,Yes
CUST-00315,Male,1,Yes,No,2,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),85.66,166.43,Yes
CUST-00316,Female,0,No,No,26,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),97.55,2561.73,Yes
CUST-00317,Male,0,No,No,53,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),102.64,5448.49,No
CUST-00318,Male,0,No,Yes,8,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Electronic check,96.49,798.29,Yes
CUST-00319,Male,0,No,No,48,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Electronic check,99.48,4777.0,No
CUST-00320,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,35.71,1667.38,No
CUST-00321,Female,1,No,No,69,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card (automatic),96.31,6630.47,No
CUST-00322,Male,0,No,Yes,42,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Two year,Yes,Mailed check,107.94,4531.63,No
CUST-00323,Female,0,No,No,44,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Bank transfer (automatic),90.38,3988.02,No
CUST-00324,Female,0,Yes,Yes,31,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),93.56,2895.9,No
CUST-00325,Female,0,Yes,Yes,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,46.5,2151.85,Yes
